urn:val:signal:dec07:n6:rouge,nl,,"N6 (Niet gemotoriseerd) - Rood"
urn:val:signal:dec07:n6:rouge,en,,"N6 (Non-motorised miscellaneous) - Red"
urn:val:signal:dec07:n6:rouge,de,,"N6 (nicht motorisiert mehrfach)-rot"
urn:val:signal:dec07:n6:vert,fr,,"N6 (Non motorisé multiple) - Vert"
urn:val:signal:dec07:n6:vert,nl,,"N6 (Niet gemotoriseerd) - Groen"
urn:val:signal:dec07:n6:vert,en,,"N6 (Non-motorised miscellaneous) - Green"
urn:val:signal:dec07:n6:vert,de,,"N6 (nicht motorisiert mehrfach)-grün"
urn:val:signal:dec07a29b:n1b:vert,fr,,"N1 bis (Point-noeud pédestre)"
urn:val:signal:dec07a29b:n1b:vert,nl,,"N1 bis (Wandelaar Knooppunten)"
urn:val:signal:dec07a29b:n1b:vert,en,,"N1 bis (On foot connection points)"
urn:val:signal:dec07a29b:n1b:vert,de,,"N1 bis (Fußgänger Knotenpunkte)"
urn:val:signal:dec07a29b:n3vtc:00,fr,,"N3-VTC (Vélo tout chemin) - Liaison"
urn:val:signal:dec07a29b:n3vtc:00,nl,,"N3-VTC (MTB) - Verbinding"
urn:val:signal:dec07a29b:n3vtc:00,en,,"N3-VTC (Mountain bike) - Linking"
urn:val:signal:dec07a29b:n3vtc:00,de,,"N3-VTC (Mountainbike) - Verbindung"
urn:val:signal:dec07a29b:n3vtc:01,fr,,"N3-VTC (Vélo tout chemin) - Facile"
urn:val:signal:dec07a29b:n3vtc:01,nl,,"N3-VTC (MTB) - Gemakkelijk"
urn:val:signal:dec07a29b:n3vtc:01,en,,"N3-VTC (Mountain bike) - Easy"
urn:val:signal:dec07a29b:n3vtc:01,de,,"N3-VTC (Mountainbike) - Einfach"
urn:val:signal:dec07a29b:n3vtc:02,fr,,"N3-VTC (Vélo tout chemin) - Intermédiaire"
urn:val:signal:dec07a29b:n3vtc:02,nl,,"N3-VTC (MTB) - Gemiddeld"
urn:val:signal:dec07a29b:n3vtc:02,en,,"N3-VTC (Mountain bike) - Intermediate"
urn:val:signal:dec07a29b:n3vtc:02,de,,"N3-VTC (Mountainbike) - Mittlere"
urn:val:signal:dec07a29b:n3grvl:00,fr,,"N3-GRVL (Gravel) - Liaison"
urn:val:signal:dec07a29b:n3grvl:00,nl,,"N3-GRVL (Gravel) - Verbinding"
urn:val:signal:dec07a29b:n3grvl:00,en,,"N3-GRVL (Gravel) - Linking"
urn:val:signal:dec07a29b:n3grvl:00,de,,"N3-GRVL (Gravel) - Verbindung"
