nom$estActiveUrn$estActiveUrn_fr$estActiveUrn_nl$estActiveUrn_en$estActiveUrn_de$typeOffre$typeOffre_fr$typeOffre_nl$typeOffre_en$typeOffre_de$adresse1_rue$adresse1_numero$adresse1_boite$adresse1_idIns$adresse1_ins$adresse1_cp$adresse1_localite_fr$adresse1_localite_nl$adresse1_localite_en$adresse1_localite_de$adresse1_commune_fr$adresse1_commune_nl$adresse1_commune_en$adresse1_commune_de$adresse1_lieuPrecis$adresse1_provinceUrn_urn$adresse1_provinceUrn_fr$adresse1_provinceUrn_nl$adresse1_provinceUrn_en$adresse1_provinceUrn_de$adresse1_pays_urn$adresse1_pays_fr$adresse1_pays_nl$adresse1_pays_en$adresse1_pays_de$adresse1_lambertX$adresse1_lambertY$adresse1_latitude$adresse1_longitude$adresse1_altitude$adresse1_noaddress$adresse1_parcNaturel_label$adresse1_parcNaturel_idPn$adresse1_organisme$adresse1_organisme_idMdt
"ParcOtrot 8"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1199$85046$6720$Habay$Habay$Habay$Habay$Habay$Habay$Habay$Habay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243473,203125$47846,81640625$49,73545$5,66411$428,95697$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Jenneret Promenade 13"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1033$83012$6940$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$228591,1875$114733,609375$50,33887$5,4715$190,43045$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade de Chateaubriand"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1024$83040$6951$Bande$Bande$Bande$Bande$Nassogne$Nassogne$Nassogne$Nassogne$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$225957,890625$93177,203125$50,14544$5,43018$381,6339$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade pédestre 00 (Trotti)"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de Nérette"$$$1055$83034$6900$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$220053,328125$102085,3828125$50,22625$5,34923$225,8611$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Moulin des roches: Promenade 15"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1073$83012$6941$Villers-Sainte-Gertrude$Villers-Sainte-Gertrude$Villers-Sainte-Gertrude$Villers-Sainte-Gertrude$Durbuy$Durbuy$Durbuy$Durbuy$"devant le château"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236192,640625$117291,84375$50,3608$5,57885$261,92664$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade de la Pisserotte"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$Grand-Rue$39$$1024$83040$6951$Bande$Bande$Bande$Bande$Nassogne$Nassogne$Nassogne$Nassogne$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$224776,625$95481,2109375$50,1663$5,41411$322,60635$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Le Béolin"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Saint Rahy, promenade 6"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue du Sassin"$$$1029$83012$6941$Bomal$Bomal$Bomal$Bomal$Durbuy$Durbuy$Durbuy$Durbuy$"Salle Sassin"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232114,171875$119259,1953125$50,37907$5,52197$134,88869$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade de Cocher"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1036$83040$6953$Forrières$Forrières$Forrières$Forrières$Nassogne$Nassogne$Nassogne$Nassogne$"Pont sur la Lhomme (depuis reconnaissance, panneau déplacé de quelques mètres vers la nouvelle Place de Village)"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$215006,421875$91603,421875$50,1326$5,27671$205,45142$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Saint-Jean Chanoine"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Bois de Viné, promenade 7"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1030$83012$6941$Borlon$Borlon$Borlon$Borlon$Durbuy$Durbuy$Durbuy$Durbuy$"Hêtre à Viné"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$231068,984375$119503,1796875$50,38141$5,50733$238,1781$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade Saint-Matin"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1036$83040$6953$Forrières$Forrières$Forrières$Forrières$Nassogne$Nassogne$Nassogne$Nassogne$"Pont sur la Lhomme (depuis reconnaissance, panneau déplacé de quelques mètres vers la nouvelle Place de Village)"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$215006,421875$91603,421875$50,1326$5,27671$205,45142$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Croix des Marchands"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Le chemin touristique"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2798$83012$6940$Barvaux-sur-Ourthe$Barvaux-sur-Ourthe$Barvaux-sur-Ourthe$Barvaux-sur-Ourthe$Durbuy$Durbuy$Durbuy$Durbuy$"Parc Juliénas"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$230751,109375$115959,921875$50,3496$5,5021$165,66179$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade de la Hagette"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1036$83040$6953$Forrières$Forrières$Forrières$Forrières$Nassogne$Nassogne$Nassogne$Nassogne$"Pont sur la Lhomme (depuis reconnaissance, panneau déplacé de quelques mètres vers la nouvelle place de village)"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$215006,421875$91603,421875$50,1326$5,27671$205,45142$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Fond de Vedeur promenade 9"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1033$83012$6940$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$"Place aux Foires"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$227501,46875$116266,875$50,3528$5,45651$163,39496$false$"Hors Parcs"$1$Famenne-Ardenne$35
Belle-Meuse$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Prés"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1039$83040$6952$Grune$Grune$Grune$Grune$Nassogne$Nassogne$Nassogne$Nassogne$"Arrêt de bus en-dessous de l'église"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222685,703125$93718,6796875$50,15072$5,38451$345,83624$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Sentier didactique de Ravenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1029$83012$6941$Bomal$Bomal$Bomal$Bomal$Durbuy$Durbuy$Durbuy$Durbuy$"Place du Sassin"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$231068,984375$119503,1796875$50,38141$5,50733$238,1781$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Pré du Bec"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Bérismenil"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Chevenys"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1039$83040$6952$Grune$Grune$Grune$Grune$Nassogne$Nassogne$Nassogne$Nassogne$"Arrêt de bus en-dessous de l'église"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222685,703125$93718,6796875$50,15072$5,38451$345,83624$false$"Hors Parcs"$1$Famenne-Ardenne$35
Hottemme$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1046$83012$6941$Heyd$Heyd$Heyd$Heyd$Durbuy$Durbuy$Durbuy$Durbuy$"Domaine de Hottemme"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$231068,984375$119503,1796875$50,38141$5,50733$238,1781$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Rando famille - Diable Château"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place du Marché"$13$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236253,0625$97389,375$50,18189$5,57515$227,54495$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade de Haubin"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de Mormont"$$$1058$83040$6953$Masbourg$Masbourg$Masbourg$Masbourg$Nassogne$Nassogne$Nassogne$Nassogne$"Pont sur ""La Masblette"""$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$217906,921875$88392,640625$50,10341$5,3167$373,14078$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Durbuy DU29"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2798$83012$6940$Barvaux-sur-Ourthe$Barvaux-sur-Ourthe$Barvaux-sur-Ourthe$Barvaux-sur-Ourthe$Durbuy$Durbuy$Durbuy$Durbuy$"Parc Juliénas"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$230751,109375$115959,921875$50,3496$5,5021$165,66179$false$"Hors Parcs"$1$Famenne-Ardenne$35
"A l'Ewe"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Bérismenil"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade de Nauchène"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de Mormont"$$$1058$83040$6953$Masbourg$Masbourg$Masbourg$Masbourg$Nassogne$Nassogne$Nassogne$Nassogne$"Pont sur ""La Masblette"""$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$217906,921875$88392,640625$50,10341$5,3167$373,14078$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Prés Balthazard"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Bérismenil"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Sansin Ri"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de Dochamps"$$$1022$83013$6997$Amonines$Amonines$Amonines$Amonines$Erezée$Erezée$Erezée$Erezée$"Arrêt TTA Forge à l'Aplé"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$235363,484375$106705,140625$50,26576$5,5648$297,5881$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade de Saint-Michel"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1058$83040$6953$Masbourg$Masbourg$Masbourg$Masbourg$Nassogne$Nassogne$Nassogne$Nassogne$"Pont sur ""La Masblette"""$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$217552,140625$89399,3359375$50,1125$5,31192$248,20685$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Les Crestelles"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Bérismenil"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Hé de Monine"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1022$83013$6997$Amonines$Amonines$Amonines$Amonines$Erezée$Erezée$Erezée$Erezée$"Terrain de football"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234727,53125$106699,59375$50,2658$5,55588$316,31647$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Equestre E06"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Coucou"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de Mormont"$$$1058$83040$6953$Masbourg$Masbourg$Masbourg$Masbourg$Nassogne$Nassogne$Nassogne$Nassogne$"Pont sur ""La Masblette"""$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$217906,921875$88392,640625$50,10341$5,3167$373,14078$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Equestre E02"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Herboufa$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1022$83013$6997$Amonines$Amonines$Amonines$Amonines$Erezée$Erezée$Erezée$Erezée$"Home Philippin"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234727,53125$106699,59375$50,2658$5,55588$316,31647$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade Saint-Léonard"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$"Place Communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219582,078125$91216,7109375$50,1286$5,34063$482,4612$false$"Hors Parcs"$1$Famenne-Ardenne$35
Sous-le-Bois$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1034$83013$6997$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$"Place de l'Eglise"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234872,890625$109638,5625$50,2922$5,55858$280,22098$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Maquis"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place Communale"$2$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$"Place Communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219691,75$91196,9296875$50,12841$5,34216$386,9344$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Pédestre L11 - Promenade des Points de Vue"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Place du Bronze"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Bé Djouai"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$"Place Communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219582,078125$91216,7109375$50,1286$5,34063$482,4612$false$"Hors Parcs"$1$Famenne-Ardenne$35
Soupirs$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1034$83013$6997$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$"Place de l'Eglise"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234872,890625$109638,5625$50,2922$5,55858$280,22098$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Lac des Deux Ourthes"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Vieux Bon Dieu"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$"Place Communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219582,078125$91216,7109375$50,1286$5,34063$482,4612$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade du Fays"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
